,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Month,DayOfMonth,Time
1781,Tuesday,OSSINGTON,TUMVS,7,10,E,BD,5178,Feb,14,1076
1782,Tuesday,SPADINA,MUI,26,29,W,BD,5008,Feb,14,1103
1783,Tuesday,BLOOR-YONGE,SUDP,0,0,W,BD,0,Feb,14,1230
1784,Tuesday,KIPLING,SUO,17,21,W,YU,5126,Feb,14,1262
1785,Tuesday,OSSINGTON,MUO,9,13,E,BD,5146,Feb,14,1317
1786,Tuesday,PIONEER VILLAGE,SUDP,0,0,N,YU,0,Feb,14,1363
1787,Tuesday,DUNDAS,SUDP,0,0,N,YU,0,Feb,14,1384
1788,Tuesday,KENNEDY,SUDP,4,8,W,BD,5253,Feb,14,1421
1789,Tuesday,QUEEN,SUUT,0,0,S,YU,5436,Feb,14,0
1790,Tuesday,KING,MUO,5,11,N,YU,5601,Feb,14,44
1791,Tuesday,VAUGHAN,MUI,0,0,S,YU,5881,Feb,14,118
1792,Wednesday,SCARBOROUGH CENTRE,ERTC,18,25,N,SRT,3001,Feb,15,814
1793,Wednesday,KENNEDY,ERTC,27,33,S,SRT,3021,Feb,15,887
1794,Wednesday,MCCOWAN,ERPR,5,10,S,SRT,0,Feb,15,905
1795,Wednesday,SHEPPARD WEST,PUTWZ,6,0,N,YU,6101,Feb,15,348
1796,Wednesday,YORK MILLS,PUOPO,3,6,S,YU,6061,Feb,15,396
1797,Wednesday,LAWRENCE,PUOPO,3,6,S,YU,6061,Feb,15,403
1798,Wednesday,WARDEN,MUPAA,3,6,W,BD,5112,Feb,15,446
1799,Wednesday,ST. ANDREW,MUPAA,3,6,S,YU,5521,Feb,15,501
1800,Wednesday,QUEEN,SUO,0,0,N,YU,5491,Feb,15,556
1801,Wednesday,UNION,SUO,0,0,N,YU,5896,Feb,15,559
1802,Wednesday,VAUGHAN,MUIS,0,0,N,YU,0,Feb,15,593
1803,Wednesday,COXWELL,MUPAA,0,0,W,BD,5322,Feb,15,606
1804,Wednesday,SHERBOURNE,MUD,3,6,W,BD,5274,Feb,15,712
1805,Wednesday,VAUGHAN,TUO,4,7,S,YU,5416,Feb,15,756
1806,Wednesday,KING,SUUT,0,0,N,YU,0,Feb,15,765
1807,Wednesday,DUPONT,MUI,18,21,S,YU,5431,Feb,15,834
1808,Wednesday,EGLINTON,MUIS,0,0,S,YU,6011,Feb,15,941
1809,Wednesday,ROYAL YORK,SUDP,0,0,E,BD,5304,Feb,15,977
1810,Wednesday,COLLEGE,MUPAA,0,0,S,YU,5591,Feb,15,1011
1811,Wednesday,QUEEN,MUPAA,0,0,S,YU,5901,Feb,15,1024
1812,Wednesday,WARDEN,MUSAN,3,6,E,BD,5063,Feb,15,1036
1813,Wednesday,ST. CLAIR WEST,MUDD,5,8,N,YU,5631,Feb,15,1041
1814,Wednesday,BLOOR-YONGE,MUIRS,0,0,E,BD,5063,Feb,15,1127
1815,Wednesday,LAWRENCE WEST,MUI,25,28,N,YU,5651,Feb,15,1128
1816,Wednesday,KENNEDY,MUPAA,0,0,E,BD,5031,Feb,15,1142
1817,Wednesday,OSSINGTON,MUTD,3,7,W,BD,5363,Feb,15,1143
1818,Wednesday,DUNDAS WEST,SUDP,3,7,E,BD,5186,Feb,15,1154
1819,Wednesday,QUEEN,SUDP,0,0,S,YU,0,Feb,15,1174
1820,Wednesday,ISLINGTON,SUO,3,6,W,BD,5093,Feb,15,1261
1821,Wednesday,PAPE,SUDP,0,0,W,BD,0,Feb,15,1353
1822,Wednesday,ROSEDALE,SUAE,0,0,N,YU,5522,Feb,15,1382
1823,Wednesday,BLOOR-YONGE,SUDP,8,13,N,YU,5666,Feb,15,41
1824,Wednesday,OSSINGTON,TUSC,0,0,E,BD,5084,Feb,15,99
1825,Thursday,RUNNYMEDE,MUIE,0,0,W,BD,0,Feb,16,189
1826,Thursday,KIPLING,EUVA,6,12,E,BD,5004,Feb,16,353
1827,Thursday,VAUGHAN,MUPAA,0,0,S,YU,5451,Feb,16,455
1828,Thursday,WILSON,PUOPO,3,6,S,YU,5746,Feb,16,470
1829,Thursday,EGLINTON WEST,MUATC,13,15,N,YU,5486,Feb,16,474
1830,Thursday,EGLINTON WEST,MUO,6,8,N,YU,6061,Feb,16,507
1831,Thursday,OSSINGTON,MUDD,7,10,E,BD,5320,Feb,16,515
1832,Thursday,DONLANDS,PUTDN,0,0,E,BD,5110,Feb,16,515
1833,Thursday,ST. GEORGE,MUI,5,8,W,BD,5173,Feb,16,521
1834,Thursday,BROADVIEW,SUDP,0,0,E,BD,5200,Feb,16,550
1835,Thursday,OSGOODE,SUAP,3,5,S,YU,5931,Feb,16,586
1836,Thursday,NORTH YORK CENTRE,TUCC,0,0,S,YU,6036,Feb,16,596
1837,Thursday,KENNEDY,MUSAN,7,10,W,BD,5173,Feb,16,599
1838,Thursday,BLOOR-YONGE,SUDP,0,0,W,BD,5091,Feb,16,605
1839,Thursday,BLOOR-YONGE,SUO,0,0,N,YU,6111,Feb,16,607
1840,Thursday,EGLINTON WEST,SUROB,7,10,N,YU,5571,Feb,16,638
1841,Thursday,HIGHWAY 407,TUCC,3,6,S,YU,5756,Feb,16,661
1842,Thursday,ROYAL YORK,PUMEL,0,0,W,BD,0,Feb,16,692
1843,Thursday,VICTORIA PARK,MUPLB,24,27,E,BD,5001,Feb,16,811
1844,Thursday,SHEPPARD WEST,SUUT,12,15,S,YU,5636,Feb,16,897
1845,Thursday,DAVISVILLE,SUO,3,6,N,YU,0,Feb,16,950
1846,Thursday,ROYAL YORK,PUMST,0,0,W,BD,0,Feb,16,970
1847,Thursday,ST. PATRICK,PUOPO,7,10,S,YU,5391,Feb,16,972
1848,Thursday,DUNDAS,MUATC,7,10,S,YU,5936,Feb,16,983
1849,Thursday,UNION,SUDP,0,0,N,YU,5451,Feb,16,991
1850,Thursday,KENNEDY,SUO,0,0,E,BD,5024,Feb,16,1002
1851,Thursday,DUPONT,MUPAA,8,11,N,YU,6076,Feb,16,1011
1852,Thursday,ST. PATRICK,PUOPO,4,7,S,YU,5576,Feb,16,1042
1853,Thursday,UNION,MUPAA,3,3,S,YU,5776,Feb,16,1052
1854,Thursday,KING,SUDP,0,0,S,YU,5614,Feb,16,1165
1855,Thursday,EGLINTON WEST,SUAP,0,0,S,YU,0,Feb,16,1180
1856,Thursday,DUNDAS,SUO,0,0,S,YU,5476,Feb,16,1223
1857,Thursday,ROSEDALE,PUOPO,0,0,N,YU,5576,Feb,16,1236
1858,Thursday,DONLANDS,TUSC,3,7,W,BD,5293,Feb,16,1282
1859,Thursday,WELLESLEY,SUDP,0,0,N,YU,0,Feb,16,1282
1860,Thursday,VICTORIA PARK,SUAP,0,0,W,BD,5272,Feb,16,1287
1861,Thursday,WELLESLEY,SUDP,0,0,N,YU,6041,Feb,16,1299
1862,Thursday,ROSEDALE,MUO,5,8,S,YU,6091,Feb,16,1320
1863,Thursday,HIGH PARK,SUDP,8,12,W,BD,5365,Feb,16,1350
1864,Thursday,BLOOR-YONGE,SUDP,0,0,W,BD,5365,Feb,16,1351
1865,Thursday,DUNDAS WEST,SUDP,0,0,E,BD,5200,Feb,16,1357
1866,Thursday,ST. PATRICK,MUPAA,3,9,S,YU,6096,Feb,16,1423
1867,Thursday,QUEEN'S PARK,SUDP,0,0,S,YU,0,Feb,16,16
1868,Thursday,ST. PATRICK,MUPAA,0,0,S,YU,5461,Feb,16,31
1869,Thursday,ST. PATRICK,SUDP,0,0,N,YU,0,Feb,16,34
1870,Thursday,OLD MILL,MUSC,6,10,E,BD,5342,Feb,16,49
1871,Thursday,SPADINA,SUEAS,14,19,N,YU,5466,Feb,16,54
1872,Thursday,FINCH,MUPAA,0,0,N,YU,5571,Feb,16,119
1873,Thursday,DON MILLS,TUO,7,12,E,SHP,6166,Feb,16,126
1874,Thursday,SHEPPARD-YONGE,MUIS,0,0,E,SHP,0,Feb,16,1029
1875,Thursday,DON MILLS,TUMVS,0,0,E,SHP,6151,Feb,16,41
1876,Friday,MIDLAND,ERTC,0,0,S,SRT,3004,Feb,17,738
1877,Friday,LAWRENCE EAST,ERCD,0,0,S,SRT,3004,Feb,17,747
1878,Friday,MIDLAND,ERTC,8,13,S,SRT,3000,Feb,17,769
1879,Friday,KENNEDY,PUSCR,3,6,W,BD,5072,Feb,17,388
1880,Friday,KENNEDY,SRO,26,33,S,SRT,3014,Feb,17,1372
1881,Friday,VICTORIA PARK,EUNT,0,0,W,BD,5351,Feb,17,411
1882,Friday,ST. PATRICK,PUOPO,0,0,S,YU,5766,Feb,17,433
1883,Friday,ST. PATRICK,PUOPO,7,10,S,YU,6021,Feb,17,439
1884,Friday,KENNEDY,PUTSC,12,15,E,BD,5196,Feb,17,450
1885,Friday,ISLINGTON,EUDO,8,11,E,BD,5173,Feb,17,450
1886,Friday,SUMMERHILL,PUOPO,4,7,N,YU,5581,Feb,17,537
1887,Friday,DOWNSVIEW PARK,MUPAA,4,7,N,YU,5531,Feb,17,652
1888,Friday,VICTORIA PARK,PUTDN,3,6,W,BD,5011,Feb,17,741
1889,Friday,QUEEN,SUUT,6,9,S,YU,0,Feb,17,829
1890,Friday,DONLANDS,MUO,0,0,W,BD,5351,Feb,17,854
1891,Friday,WARDEN,SUDP,0,0,W,BD,5028,Feb,17,860
1892,Friday,COLLEGE,SUDP,0,0,N,YU,0,Feb,17,874
1893,Friday,GREENWOOD,TUSC,0,0,W,BD,5293,Feb,17,894
1894,Friday,SPADINA,MUTD,0,0,W,BD,5371,Feb,17,911
1895,Friday,EGLINTON,MUIR,0,0,N,YU,5721,Feb,17,935
1896,Friday,SHERBOURNE,MUO,0,0,E,BD,5196,Feb,17,946
1897,Friday,DONLANDS,MUDD,9,12,W,BD,5086,Feb,17,964
1898,Friday,QUEEN,MUPAA,0,0,S,YU,5556,Feb,17,1020
1899,Friday,WARDEN,SUUT,0,0,E,BD,5369,Feb,17,1045
1900,Friday,MAIN STREET,SUO,0,0,E,BD,5171,Feb,17,1071
1901,Friday,BLOOR-YONGE,MUPR1,40,44,W,BD,5178,Feb,17,1097
1902,Friday,BLOOR-YONGE,MUO,0,0,N,YU,5381,Feb,17,1100
1903,Friday,DUNDAS,SUO,0,0,S,YU,5656,Feb,17,1112
1904,Friday,ST. GEORGE,TUSC,0,0,E,BD,5145,Feb,17,1129
1905,Friday,ST. CLAIR,SUEAS,5,8,N,YU,0,Feb,17,1174
1906,Friday,YORKDALE,PUSAC,6,9,S,YU,5511,Feb,17,1190
1907,Friday,KIPLING,MUIR,3,6,W,BD,5291,Feb,17,1216
1908,Friday,VICTORIA PARK,MUI,4,8,E,BD,5320,Feb,17,1308
1909,Friday,YORK MILLS,SUDP,3,8,N,YU,5431,Feb,17,1312
1910,Friday,SPADINA,SUDP,5,10,S,YU,6001,Feb,17,1334
1911,Friday,RUNNYMEDE,SUDP,0,0,E,BD,0,Feb,17,1345
1912,Friday,KENNEDY,SUDP,35,29,W,BD,5068,Feb,17,1346
1913,Friday,CHESTER,SUAP,10,14,W,BD,5200,Feb,17,1360
1914,Friday,DUNDAS,MUIS,0,0,N,YU,0,Feb,17,1365
1915,Friday,KENNEDY,TUO,4,8,E,BD,5068,Feb,17,1366
1916,Friday,OSSINGTON,MUDD,6,10,W,BD,5191,Feb,17,1368
1917,Friday,DONLANDS,SUO,11,15,E,BD,5216,Feb,17,1387
1918,Friday,EGLINTON,MUI,0,0,N,YU,5656,Feb,17,13
1919,Friday,HIGH PARK,EUBK,22,26,E,BD,5145,Feb,17,33
1920,Friday,HIGH PARK,SUDP,4,8,W,BD,5141,Feb,17,77
1921,Friday,DON MILLS,TUSC,0,0,W,SHP,6186,Feb,17,1174
1922,Saturday,GREENWOOD,TUS,4,9,E,BD,5218,Feb,18,375
1923,Saturday,KENNEDY,SUAE,4,9,W,BD,5123,Feb,18,536
1924,Saturday,JANE,PUSTS,4,8,E,BD,5089,Feb,18,759
1925,Saturday,BAY,SUDP,4,8,W,BD,5259,Feb,18,798
1926,Saturday,KENNEDY,MUPAA,0,0,W,BD,5317,Feb,18,813
1927,Saturday,RUNNYMEDE,SUDP,0,0,W,BD,5260,Feb,18,821
1928,Saturday,ROYAL YORK,SUEAS,11,15,W,BD,5315,Feb,18,825
1929,Saturday,CHRISTIE,MUPAA,4,8,E,BD,5004,Feb,18,865
1930,Saturday,SHEPPARD WEST,MUTO,4,8,N,YU,5676,Feb,18,960
1931,Saturday,WARDEN,SUUT,11,15,W,BD,5237,Feb,18,1084
1932,Saturday,LANSDOWNE,MUIR,3,7,E,BD,5291,Feb,18,1096
1933,Saturday,WILSON,MUIR,13,17,N,YU,6106,Feb,18,1119
1934,Saturday,QUEEN,MUIRS,0,0,S,YU,0,Feb,18,1174
1935,Saturday,KING,MUIS,0,0,S,YU,0,Feb,18,1205
1936,Saturday,PAPE,EUNT,5,10,E,BD,5108,Feb,18,1213
1937,Saturday,YORKDALE,MUPAA,4,9,S,YU,5536,Feb,18,1224
1938,Saturday,WARDEN,SUUT,0,0,E,BD,5133,Feb,18,1240
1939,Saturday,ST. GEORGE,MUIRS,0,0,N,YU,0,Feb,18,1256
1940,Saturday,OSGOODE,SUO,0,0,N,YU,6001,Feb,18,1328
1941,Saturday,ISLINGTON,TUS,3,9,W,BD,5051,Feb,18,1387
1942,Saturday,DAVISVILLE,MUIS,0,0,S,YU,0,Feb,18,1421
1943,Saturday,YORK MILLS,SUDP,5,11,N,YU,5561,Feb,18,18
1944,Saturday,ST. GEORGE,MUPAA,0,0,N,YU,5931,Feb,18,75
1945,Saturday,SHEPPARD-YONGE,TUSC,0,0,W,SHP,6176,Feb,18,906
1946,Saturday,DON MILLS,SUO,10,15,W,SHP,6161,Feb,18,1403
1947,Sunday,MCCOWAN,SRO,0,0,S,SRT,3026,Feb,19,944
1948,Sunday,EGLINTON,MUATC,6,12,N,YU,5466,Feb,19,494
1949,Sunday,FINCH,EUBK,4,10,N,YU,5791,Feb,19,500
1950,Sunday,SPADINA,EUDO,4,10,N,YU,5701,Feb,19,624
1951,Sunday,EGLINTON,MUATC,6,12,N,YU,6016,Feb,19,635
1952,Sunday,DUFFERIN,PUTIJ,4,8,W,BD,5007,Feb,19,709
1953,Sunday,QUEEN,MUIS,0,0,S,YU,0,Feb,19,720
1954,Sunday,QUEEN,PUMEL,0,0,S,YU,0,Feb,19,820
1955,Sunday,QUEEN'S PARK,SUO,0,0,S,YU,6081,Feb,19,829
1956,Sunday,COXWELL,MUSAN,3,7,E,BD,5074,Feb,19,934
1957,Sunday,ST. PATRICK,SUO,0,0,N,YU,0,Feb,19,962
1958,Sunday,WELLESLEY,MUIS,0,0,N,YU,0,Feb,19,969
1959,Sunday,BLOOR-YONGE,SUAP,0,0,W,YU,5063,Feb,19,975
1960,Sunday,MAIN STREET,SUDP,0,0,W,BD,0,Feb,19,1045
1961,Sunday,SHEPPARD-YONGE,SUO,0,0,N,YU,5421,Feb,19,1048
1962,Sunday,BLOOR-YONGE,SUDP,0,0,N,YU,0,Feb,19,1050
1963,Sunday,COXWELL,SUDP,4,8,E,BD,5094,Feb,19,1052
1964,Sunday,YORK MILLS,MUPAA,0,0,S,YU,5426,Feb,19,1066
1965,Sunday,ST. CLAIR,SUDP,0,0,N,YU,0,Feb,19,1071
1966,Sunday,OLD MILL,MUIRS,0,0,W,BD,5329,Feb,19,1072
1967,Sunday,DUNDAS,MUPAA,3,7,S,YU,5941,Feb,19,1083
1968,Sunday,GREENWOOD,SUDP,15,20,E,BD,5158,Feb,19,1093
1969,Sunday,BLOOR-YONGE,SUO,0,0,N,YU,0,Feb,19,1097
1970,Sunday,ST. GEORGE,MUIS,0,0,N,YU,5931,Feb,19,1118
1971,Sunday,QUEEN,MUIRS,0,0,S,YU,0,Feb,19,1124
1972,Sunday,SHEPPARD-YONGE,MUIS,3,9,N,YU,5706,Feb,19,1201
1973,Sunday,YORKDALE,SUUT,0,0,S,YU,5611,Feb,19,1223
1974,Sunday,DOWNSVIEW PARK,MUPAA,0,0,N,YU,6131,Feb,19,1241
1975,Sunday,LAWRENCE,SUO,4,10,S,YU,5681,Feb,19,1242
1976,Sunday,DUNDAS,MUIRS,0,0,S,YU,0,Feb,19,1258
1977,Sunday,FINCH,MUIR,0,0,S,YU,5951,Feb,19,1322
1978,Sunday,OSSINGTON,TUSC,0,0,E,BD,5310,Feb,19,27
1979,Sunday,BATHURST,MUIRS,0,0,W,BD,5300,Feb,19,89
1980,Sunday,KEELE,SUO,0,0,W,BD,0,Feb,19,104
1981,Sunday,KEELE,SUDP,0,0,E,SHP,0,Feb,19,787
1982,Sunday,SHEPPARD-YONGE,SUO,8,13,W,SHP,6156,Feb,19,1057
1983,Monday,MCCOWAN,MRTO,6,12,N,SRT,3017,Feb,20,795
1984,Monday,MCCOWAN,TRSET,8,14,S,SRT,3022,Feb,20,1081
1985,Monday,GREENWOOD,EUME,4,0,E,BD,5171,Feb,20,346
1986,Monday,CHRISTIE,EUME,6,0,W,BD,5133,Feb,20,355
1987,Monday,KEELE,EUME,15,20,W,BD,5300,Feb,20,355
1988,Monday,GREENWOOD,SUDP,0,0,E,BD,5176,Feb,20,577
1989,Monday,PAPE,SUAP,0,0,W,BD,5024,Feb,20,631
1990,Monday,VICTORIA PARK,SUEAS,8,13,W,BD,5245,Feb,20,639
1991,Monday,VAUGHAN,MUATC,4,8,S,YU,5391,Feb,20,745
1992,Monday,DUNDAS,SUO,0,0,N,YU,0,Feb,20,792
1993,Monday,ROSEDALE,SUO,0,0,S,YU,5966,Feb,20,800
1994,Monday,SPADINA,SUDP,0,0,E,BD,0,Feb,20,809
1995,Monday,PAPE,MUPAA,0,0,W,BD,5123,Feb,20,907
1996,Monday,SUMMERHILL,MUIS,0,0,N,YU,0,Feb,20,912
1997,Monday,RUNNYMEDE,SUO,0,0,W,BD,5123,Feb,20,929
1998,Monday,EGLINTON,SUDP,0,0,N,YU,5414,Feb,20,953
1999,Monday,NORTH YORK CENTRE,SUAP,0,0,S,YU,0,Feb,20,968
2000,Monday,FINCH,MUPAA,0,0,S,YU,5961,Feb,20,975
2001,Monday,KENNEDY,MUDD,3,7,W,BD,5106,Feb,20,987
2002,Monday,SPADINA,SUDP,0,0,S,YU,0,Feb,20,1019
2003,Monday,BLOOR-YONGE,MUIRS,0,0,N,YU,0,Feb,20,1110
2004,Monday,DUNDAS WEST,SUO,9,14,E,BD,5310,Feb,20,1138
2005,Monday,FINCH,MUPAA,0,0,S,YU,5951,Feb,20,1178
2006,Monday,WARDEN,MUIS,21,25,W,BD,5153,Feb,20,1190
2007,Monday,EGLINTON WEST,SUDP,4,10,N,YU,5436,Feb,20,1237
2008,Monday,DUFFERIN,TUOS,0,0,E,BD,5146,Feb,20,1253
2009,Monday,LAWRENCE,SUDP,4,10,S,YU,5396,Feb,20,1296
2010,Monday,QUEEN,MUPAA,0,0,S,YU,5436,Feb,20,1375
2011,Monday,BLOOR-YONGE,SUDP,0,0,N,YU,0,Feb,20,1402
2012,Monday,COLLEGE,SUDP,0,0,S,YU,0,Feb,20,109
2013,Monday,OSGOODE,MUSAN,6,12,N,YU,5481,Feb,20,114
2014,Tuesday,FINCH WEST,SUDP,0,0,N,YU,5411,Feb,21,401
2015,Tuesday,EGLINTON,PUOPO,0,0,S,YU,5816,Feb,21,421
2016,Tuesday,DAVISVILLE,PUOPO,4,7,S,YU,5816,Feb,21,424
2017,Tuesday,FINCH,PUOPO,0,0,S,YU,0,Feb,21,441
2018,Tuesday,NORTH YORK CENTRE,PUOPO,3,6,S,YU,6016,Feb,21,443
2019,Tuesday,YORK MILLS,SUO,0,0,S,YU,0,Feb,21,490
2020,Tuesday,ROSEDALE,MUWEA,2,4,N,YU,5566,Feb,21,554
2021,Tuesday,CASTLE FRANK,MUO,0,0,E,BD,5092,Feb,21,586
2022,Tuesday,SPADINA,SUAP,0,0,E,BD,5272,Feb,21,679
2023,Tuesday,SPADINA,SUAP,0,0,N,YU,5821,Feb,21,679
2024,Tuesday,DUFFERIN,SUDP,0,0,W,BD,0,Feb,21,778
2025,Tuesday,ST. CLAIR,SUO,0,0,N,YU,5521,Feb,21,778
2026,Tuesday,RUNNYMEDE,MUIS,0,0,E,BD,0,Feb,21,779
2027,Tuesday,JANE,SUDP,6,9,E,BD,5331,Feb,21,843
2028,Tuesday,CASTLE FRANK,SUO,0,0,W,BD,5045,Feb,21,881
2029,Tuesday,MAIN STREET,MUPAA,0,0,E,BD,5272,Feb,21,904
2030,Tuesday,BLOOR-YONGE,SUDP,0,0,S,YU,5901,Feb,21,1002
2031,Tuesday,ST. ANDREW,PUOPO,0,0,S,YU,5761,Feb,21,1052
2032,Tuesday,OSGOODE,EUDO,13,16,N,YU,5606,Feb,21,1092
2033,Tuesday,NORTH YORK CENTRE,PUOPO,0,0,N,YU,5401,Feb,21,1104
2034,Tuesday,VICTORIA PARK,SUO,3,6,W,BD,5028,Feb,21,1106
2035,Tuesday,ST. GEORGE,SUO,3,7,W,BD,5028,Feb,21,1132
2036,Tuesday,GLENCAIRN,SUDP,8,11,N,YU,5966,Feb,21,1136
2037,Tuesday,FINCH,SUG,0,0,S,YU,6101,Feb,21,1245
2038,Tuesday,FINCH WEST,SUO,0,0,N,YU,6021,Feb,21,1249
2039,Tuesday,EGLINTON,MUPAA,0,0,S,YU,5541,Feb,21,1277
2040,Tuesday,OSGOODE,SUUT,0,0,N,YU,5926,Feb,21,1345
2041,Tuesday,BLOOR-YONGE,SUDP,0,0,E,BD,5206,Feb,21,1425
2042,Tuesday,LESLIE,PUOPO,8,13,W,SHP,6196,Feb,21,841
2043,Tuesday,DON MILLS,TUMVS,0,0,E,SHP,6171,Feb,21,1054
2044,Wednesday,ROSEDALE,PUOPO,3,6,N,YU,5631,Feb,22,370
2045,Wednesday,SCARBOROUGH CENTRE,SRO,30,35,S,SRT,3004,Feb,22,753
2046,Wednesday,ROSEDALE,PUOPO,0,0,N,YU,6066,Feb,22,389
2047,Wednesday,FINCH,PUOPO,0,0,S,YU,5971,Feb,22,426
2048,Wednesday,ROSEDALE,PUOPO,0,0,N,YU,5611,Feb,22,427
2049,Wednesday,NORTH YORK CENTRE,PUOPO,3,5,S,YU,5971,Feb,22,430
2050,Wednesday,NORTH YORK CENTRE,TUCC,4,6,S,YU,5946,Feb,22,439
2051,Wednesday,FINCH,MUATC,0,0,S,YU,5736,Feb,22,469
2052,Wednesday,KENNEDY,EUAC,3,6,W,BD,5003,Feb,22,508
2053,Wednesday,FINCH,TUSUP,4,7,S,YU,5496,Feb,22,519
2054,Wednesday,WILSON,MUATC,0,0,S,YU,5491,Feb,22,627
2055,Wednesday,DONLANDS,SUDP,0,0,W,BD,5291,Feb,22,635
2056,Wednesday,VAUGHAN,EUDO,3,6,S,YU,6011,Feb,22,665
2057,Wednesday,ST. GEORGE,SUDP,0,0,S,YU,5912,Feb,22,687
2058,Wednesday,ST. ANDREW,EUBK,3,6,N,YU,6101,Feb,22,749
2059,Wednesday,JANE,SUDP,0,0,W,BD,5113,Feb,22,834
2060,Wednesday,WARDEN,MUPLB,10,13,W,BD,5175,Feb,22,892
2061,Wednesday,SPADINA,SUO,0,0,E,BD,5153,Feb,22,934
2062,Wednesday,SPADINA,SUDP,0,0,S,YU,5996,Feb,22,935
2063,Wednesday,QUEEN'S PARK,PUOPO,7,10,S,YU,5996,Feb,22,941
2064,Wednesday,KIPLING,TUDOE,18,21,E,BD,5044,Feb,22,949
2065,Wednesday,KING,PUOPO,7,10,N,YU,5711,Feb,22,960
2066,Wednesday,SPADINA,SUO,0,0,N,YU,5561,Feb,22,960
2067,Wednesday,SPADINA,SUO,0,0,E,BD,5341,Feb,22,960
2068,Wednesday,KENNEDY,MUO,3,6,E,BD,5219,Feb,22,1030
2069,Wednesday,WARDEN,MUIRS,0,0,E,BD,5176,Feb,22,1072
2070,Wednesday,KIPLING,MUTO,4,8,E,BD,5197,Feb,22,1147
2071,Wednesday,FINCH,SUEAS,5,10,S,YU,5811,Feb,22,1239
2072,Wednesday,BLOOR-YONGE,SUEAS,9,13,W,BD,5163,Feb,22,1289
2073,Wednesday,KIPLING,SUEAS,5,9,E,BD,5361,Feb,22,1378
2074,Wednesday,KIPLING,EUNT,4,8,W,BD,5093,Feb,22,1384
2075,Wednesday,COXWELL,SUO,4,8,E,BD,5155,Feb,22,1393
2076,Wednesday,LAWRENCE,SUUT,23,28,S,YU,5946,Feb,22,1422
2077,Wednesday,BESSARION,MUSC,0,0,E,SHP,6171,Feb,22,719
2078,Thursday,WARDEN,SUEAS,11,15,E,BD,5237,Feb,23,131
2079,Thursday,KENNEDY,TRO,3,7,N,SRT,3021,Feb,23,604
2080,Thursday,WILSON,PUOPO,0,0,S,YU,6011,Feb,23,349
2081,Thursday,SHEPPARD WEST,TUNIP,5,10,N,YU,0,Feb,23,389
2082,Thursday,WILSON,MUATC,6,9,S,YU,5466,Feb,23,396
2083,Thursday,PAPE,MUDD,3,6,W,BD,5009,Feb,23,401
2084,Thursday,YORKDALE,MUATC,6,9,S,YU,5466,Feb,23,405
2085,Thursday,COXWELL,MUDD,4,7,E,BD,5007,Feb,23,412
2086,Thursday,GREENWOOD,MUDD,7,10,E,BD,5336,Feb,23,459
2087,Thursday,KIPLING,SUSA,0,0,E,BD,5270,Feb,23,463
2088,Thursday,MAIN STREET,MUDD,6,9,E,BD,5336,Feb,23,474
2089,Thursday,BROADVIEW,SUUT,0,0,E,BD,5245,Feb,23,520
2090,Thursday,QUEEN,SUDP,4,7,S,YU,5666,Feb,23,538
2091,Thursday,SPADINA,MUPAA,0,0,E,BD,5369,Feb,23,544
2092,Thursday,KING,SUDP,3,6,S,YU,5666,Feb,23,545
2093,Thursday,PIONEER VILLAGE,SUO,0,0,S,YU,5651,Feb,23,553
2094,Thursday,LAWRENCE,TUO,0,0,S,YU,5621,Feb,23,554
2095,Thursday,ROSEDALE,SUAP,8,11,N,YU,5491,Feb,23,610
2096,Thursday,ROSEDALE,TUO,10,13,N,YU,5421,Feb,23,629
2097,Thursday,LAWRENCE,SUUT,11,14,N,YU,5511,Feb,23,636
2098,Thursday,YORKDALE,PUOPO,0,0,N,YU,6056,Feb,23,641
2099,Thursday,COXWELL,TUSC,0,0,E,BD,5245,Feb,23,712
2100,Thursday,ST. CLAIR,MUPAA,3,6,S,YU,6096,Feb,23,752
2101,Thursday,VICTORIA PARK,TUOS,3,6,W,BD,5371,Feb,23,774
2102,Thursday,BLOOR-YONGE,SUDP,0,0,N,YU,5526,Feb,23,780
2103,Thursday,BLOOR-YONGE,SUUT,10,13,S,YU,6081,Feb,23,789
2104,Thursday,ISLINGTON,TUMVS,3,6,W,BD,5237,Feb,23,928
2105,Thursday,YORKDALE,SUUT,0,0,S,YU,5471,Feb,23,953
2106,Thursday,VICTORIA PARK,EUPI,8,11,W,BD,5086,Feb,23,957
2107,Thursday,WILSON,MUCL,3,6,S,YU,5416,Feb,23,997
2108,Thursday,VAUGHAN,SUDP,0,0,S,YU,5951,Feb,23,1043
2109,Thursday,LAWRENCE,TUOPO,0,0,S,YU,5446,Feb,23,1067
2110,Thursday,LAWRENCE,MUATC,3,6,S,YU,5921,Feb,23,1074
2111,Thursday,BLOOR-YONGE,MUIRS,0,0,N,YU,0,Feb,23,1078
2112,Thursday,BLOOR-YONGE,TUO,5,7,N,YU,5421,Feb,23,1104
2113,Thursday,ST. ANDREW,MUPAA,4,6,S,YU,5526,Feb,23,1106
2114,Thursday,VAUGHAN,MUATC,3,6,S,YU,5556,Feb,23,1134
2115,Thursday,VAUGHAN,MUO,3,6,N,YU,5556,Feb,23,1143
2116,Thursday,ST. CLAIR WEST,SUO,0,0,S,YU,5471,Feb,23,1295
2117,Thursday,RUNNYMEDE,SUDP,19,23,W,BD,5103,Feb,23,1310
